seasonStartYear,awayTeam,pointsAway,homeTeam,pointsHome,attendance,notes,startET,Arena,datetime,isRegular,game_id,homeTeam_abb,awayTeam_abb,MatchUp,bs_url,pbp_url
2023,Los Angeles Lakers,107.0,Denver Nuggets,119.0,19842.0,,7:30p,Ball Arena,2023-10-24,1,1,DEN,LAL,LAL@DEN,https://www.basketball-reference.com/boxscores/202310240DEN.html,https://www.basketball-reference.com/boxscores/pbp/202310240DEN.html
2023,Phoenix Suns,108.0,Golden State Warriors,104.0,18064.0,,10:00p,Chase Center,2023-10-24,1,2,GSW,PHO,PHO@GSW,https://www.basketball-reference.com/boxscores/202310240GSW.html,https://www.basketball-reference.com/boxscores/pbp/202310240GSW.html
2023,Detroit Pistons,102.0,Miami Heat,103.0,19695.0,,7:30p,Kaseya Center,2023-10-25,1,3,MIA,DET,DET@MIA,https://www.basketball-reference.com/boxscores/202310250MIA.html,https://www.basketball-reference.com/boxscores/pbp/202310250MIA.html
2023,Portland Trail Blazers,111.0,Los Angeles Clippers,123.0,19370.0,,10:30p,Crypto.com Arena,2023-10-25,1,4,LAC,POR,POR@LAC,https://www.basketball-reference.com/boxscores/202310250LAC.html,https://www.basketball-reference.com/boxscores/pbp/202310250LAC.html
2023,Dallas Mavericks,126.0,San Antonio Spurs,119.0,18947.0,,9:30p,Frost Bank Center,2023-10-25,1,5,SAS,DAL,DAL@SAS,https://www.basketball-reference.com/boxscores/202310250SAS.html,https://www.basketball-reference.com/boxscores/pbp/202310250SAS.html
2023,Sacramento Kings,130.0,Utah Jazz,114.0,18206.0,,9:00p,Delta Center,2023-10-25,1,6,UTA,SAC,SAC@UTA,https://www.basketball-reference.com/boxscores/202310250UTA.html,https://www.basketball-reference.com/boxscores/pbp/202310250UTA.html
2023,Oklahoma City Thunder,124.0,Chicago Bulls,104.0,21369.0,,8:00p,United Center,2023-10-25,1,7,CHI,OKC,OKC@CHI,https://www.basketball-reference.com/boxscores/202310250CHI.html,https://www.basketball-reference.com/boxscores/pbp/202310250CHI.html
2023,Atlanta Hawks,110.0,Charlotte Hornets,116.0,16129.0,,7:00p,Spectrum Center,2023-10-25,1,8,CHA,ATL,ATL@CHA,https://www.basketball-reference.com/boxscores/202310250CHA.html,https://www.basketball-reference.com/boxscores/pbp/202310250CHA.html
2023,Cleveland Cavaliers,114.0,Brooklyn Nets,113.0,17931.0,,7:30p,Barclays Center,2023-10-25,1,9,BRK,CLE,CLE@BRK,https://www.basketball-reference.com/boxscores/202310250BRK.html,https://www.basketball-reference.com/boxscores/pbp/202310250BRK.html
2023,Minnesota Timberwolves,94.0,Toronto Raptors,97.0,19800.0,,7:30p,Scotiabank Arena,2023-10-25,1,10,TOR,MIN,MIN@TOR,https://www.basketball-reference.com/boxscores/202310250TOR.html,https://www.basketball-reference.com/boxscores/pbp/202310250TOR.html
2023,Washington Wizards,120.0,Indiana Pacers,143.0,16004.0,,7:00p,Gainbridge Fieldhouse,2023-10-25,1,11,IND,WAS,WAS@IND,https://www.basketball-reference.com/boxscores/202310250IND.html,https://www.basketball-reference.com/boxscores/pbp/202310250IND.html
2023,Boston Celtics,108.0,New York Knicks,104.0,19812.0,,7:00p,Madison Square Garden (IV),2023-10-25,1,12,NYK,BOS,BOS@NYK,https://www.basketball-reference.com/boxscores/202310250NYK.html,https://www.basketball-reference.com/boxscores/pbp/202310250NYK.html
2023,Houston Rockets,86.0,Orlando Magic,116.0,18846.0,,7:00p,Amway Center,2023-10-25,1,13,ORL,HOU,HOU@ORL,https://www.basketball-reference.com/boxscores/202310250ORL.html,https://www.basketball-reference.com/boxscores/pbp/202310250ORL.html
2023,New Orleans Pelicans,111.0,Memphis Grizzlies,104.0,17798.0,,8:00p,FedEx Forum,2023-10-25,1,14,MEM,NOP,NOP@MEM,https://www.basketball-reference.com/boxscores/202310250MEM.html,https://www.basketball-reference.com/boxscores/pbp/202310250MEM.html
2023,Philadelphia 76ers,117.0,Milwaukee Bucks,118.0,17783.0,,7:30p,Fiserv Forum,2023-10-26,1,15,MIL,PHI,PHI@MIL,https://www.basketball-reference.com/boxscores/202310260MIL.html,https://www.basketball-reference.com/boxscores/pbp/202310260MIL.html
2023,Phoenix Suns,95.0,Los Angeles Lakers,100.0,18997.0,,10:00p,Crypto.com Arena,2023-10-26,1,16,LAL,PHO,PHO@LAL,https://www.basketball-reference.com/boxscores/202310260LAL.html,https://www.basketball-reference.com/boxscores/pbp/202310260LAL.html
2023,Golden State Warriors,122.0,Sacramento Kings,114.0,18250.0,,10:00p,Golden 1 Center,2023-10-27,1,17,SAC,GSW,GSW@SAC,https://www.basketball-reference.com/boxscores/202310270SAC.html,https://www.basketball-reference.com/boxscores/pbp/202310270SAC.html
2023,Orlando Magic,102.0,Portland Trail Blazers,97.0,19464.0,,10:00p,Moda Center,2023-10-27,1,18,POR,ORL,ORL@POR,https://www.basketball-reference.com/boxscores/202310270POR.html,https://www.basketball-reference.com/boxscores/pbp/202310270POR.html
2023,Los Angeles Clippers,118.0,Utah Jazz,120.0,18206.0,,9:30p,Delta Center,2023-10-27,1,19,UTA,LAC,LAC@UTA,https://www.basketball-reference.com/boxscores/202310270UTA.html,https://www.basketball-reference.com/boxscores/pbp/202310270UTA.html
2023,Houston Rockets,122.0,San Antonio Spurs,126.0,18354.0,,8:00p,Frost Bank Center,2023-10-27,1,20,SAS,HOU,HOU@SAS,https://www.basketball-reference.com/boxscores/202310270SAS.html,https://www.basketball-reference.com/boxscores/pbp/202310270SAS.html
2023,Brooklyn Nets,120.0,Dallas Mavericks,125.0,20238.0,,8:30p,American Airlines Center,2023-10-27,1,21,DAL,BRK,BRK@DAL,https://www.basketball-reference.com/boxscores/202310270DAL.html,https://www.basketball-reference.com/boxscores/pbp/202310270DAL.html
2023,Miami Heat,111.0,Boston Celtics,119.0,19156.0,,7:30p,TD Garden,2023-10-27,1,22,BOS,MIA,MIA@BOS,https://www.basketball-reference.com/boxscores/202310270BOS.html,https://www.basketball-reference.com/boxscores/pbp/202310270BOS.html
2023,Oklahoma City Thunder,108.0,Cleveland Cavaliers,105.0,19432.0,,7:30p,Rocket Mortgage Fieldhouse,2023-10-27,1,23,CLE,OKC,OKC@CLE,https://www.basketball-reference.com/boxscores/202310270CLE.html,https://www.basketball-reference.com/boxscores/pbp/202310270CLE.html
2023,New York Knicks,126.0,Atlanta Hawks,120.0,17692.0,,7:30p,State Farm Arena,2023-10-27,1,24,ATL,NYK,NYK@ATL,https://www.basketball-reference.com/boxscores/202310270ATL.html,https://www.basketball-reference.com/boxscores/pbp/202310270ATL.html
2023,Detroit Pistons,111.0,Charlotte Hornets,99.0,15855.0,,7:00p,Spectrum Center,2023-10-27,1,25,CHA,DET,DET@CHA,https://www.basketball-reference.com/boxscores/202310270CHA.html,https://www.basketball-reference.com/boxscores/pbp/202310270CHA.html
2023,Denver Nuggets,108.0,Memphis Grizzlies,104.0,16617.0,,7:00p,FedEx Forum,2023-10-27,1,26,MEM,DEN,DEN@MEM,https://www.basketball-reference.com/boxscores/202310270MEM.html,https://www.basketball-reference.com/boxscores/pbp/202310270MEM.html
2023,Toronto Raptors,103.0,Chicago Bulls,104.0,19555.0,,8:00p,United Center,2023-10-27,1,27,CHI,TOR,TOR@CHI,https://www.basketball-reference.com/boxscores/202310270CHI.html,https://www.basketball-reference.com/boxscores/pbp/202310270CHI.html
2023,Chicago Bulls,102.0,Detroit Pistons,118.0,20062.0,,7:00p,Little Caesars Arena,2023-10-28,1,28,DET,CHI,CHI@DET,https://www.basketball-reference.com/boxscores/202310280DET.html,https://www.basketball-reference.com/boxscores/pbp/202310280DET.html
2023,Memphis Grizzlies,106.0,Washington Wizards,113.0,16191.0,,7:00p,Capital One Arena,2023-10-28,1,29,WAS,MEM,MEM@WAS,https://www.basketball-reference.com/boxscores/202310280WAS.html,https://www.basketball-reference.com/boxscores/pbp/202310280WAS.html
2023,New York Knicks,87.0,New Orleans Pelicans,96.0,16331.0,,7:00p,Smoothie King Center,2023-10-28,1,30,NOP,NYK,NYK@NOP,https://www.basketball-reference.com/boxscores/202310280NOP.html,https://www.basketball-reference.com/boxscores/pbp/202310280NOP.html
2023,Indiana Pacers,125.0,Cleveland Cavaliers,113.0,19432.0,,7:30p,Rocket Mortgage Fieldhouse,2023-10-28,1,31,CLE,IND,IND@CLE,https://www.basketball-reference.com/boxscores/202310280CLE.html,https://www.basketball-reference.com/boxscores/pbp/202310280CLE.html
2023,Philadelphia 76ers,114.0,Toronto Raptors,107.0,19800.0,,7:30p,Scotiabank Arena,2023-10-28,1,32,TOR,PHI,PHI@TOR,https://www.basketball-reference.com/boxscores/202310280TOR.html,https://www.basketball-reference.com/boxscores/pbp/202310280TOR.html
2023,Miami Heat,90.0,Minnesota Timberwolves,106.0,18024.0,,8:00p,Target Center,2023-10-28,1,33,MIN,MIA,MIA@MIN,https://www.basketball-reference.com/boxscores/202310280MIN.html,https://www.basketball-reference.com/boxscores/pbp/202310280MIN.html
2023,Utah Jazz,104.0,Phoenix Suns,126.0,17071.0,,10:00p,Footprint Center,2023-10-28,1,34,PHO,UTA,UTA@PHO,https://www.basketball-reference.com/boxscores/202310280PHO.html,https://www.basketball-reference.com/boxscores/pbp/202310280PHO.html
2023,Los Angeles Lakers,127.0,Sacramento Kings,132.0,18198.0,,9:00p,Golden 1 Center,2023-10-29,1,35,SAC,LAL,LAL@SAC,https://www.basketball-reference.com/boxscores/202310290SAC.html,https://www.basketball-reference.com/boxscores/pbp/202310290SAC.html
2023,San Antonio Spurs,83.0,Los Angeles Clippers,123.0,19370.0,,9:00p,Crypto.com Arena,2023-10-29,1,36,LAC,SAS,SAS@LAC,https://www.basketball-reference.com/boxscores/202310290LAC.html,https://www.basketball-reference.com/boxscores/pbp/202310290LAC.html
2023,Golden State Warriors,106.0,Houston Rockets,95.0,18055.0,,7:00p,Toyota Center,2023-10-29,1,37,HOU,GSW,GSW@HOU,https://www.basketball-reference.com/boxscores/202310290HOU.html,https://www.basketball-reference.com/boxscores/pbp/202310290HOU.html
2023,Atlanta Hawks,127.0,Milwaukee Bucks,110.0,17341.0,,7:00p,Fiserv Forum,2023-10-29,1,38,MIL,ATL,ATL@MIL,https://www.basketball-reference.com/boxscores/202310290MIL.html,https://www.basketball-reference.com/boxscores/pbp/202310290MIL.html
2023,Denver Nuggets,128.0,Oklahoma City Thunder,95.0,18203.0,,3:30p,Paycom Center,2023-10-29,1,39,OKC,DEN,DEN@OKC,https://www.basketball-reference.com/boxscores/202310290OKC.html,https://www.basketball-reference.com/boxscores/pbp/202310290OKC.html
2023,Portland Trail Blazers,98.0,Philadelphia 76ers,126.0,19768.0,,7:30p,Wells Fargo Center,2023-10-29,1,40,PHI,POR,POR@PHI,https://www.basketball-reference.com/boxscores/202310290PHI.html,https://www.basketball-reference.com/boxscores/pbp/202310290PHI.html
2023,Orlando Magic,103.0,Los Angeles Lakers,106.0,18997.0,,10:30p,Crypto.com Arena,2023-10-30,1,41,LAL,ORL,ORL@LAL,https://www.basketball-reference.com/boxscores/202310300LAL.html,https://www.basketball-reference.com/boxscores/pbp/202310300LAL.html
2023,Detroit Pistons,112.0,Oklahoma City Thunder,124.0,16127.0,,8:00p,Paycom Center,2023-10-30,1,42,OKC,DET,DET@OKC,https://www.basketball-reference.com/boxscores/202310300OKC.html,https://www.basketball-reference.com/boxscores/pbp/202310300OKC.html
2023,Golden State Warriors,130.0,New Orleans Pelicans,102.0,17286.0,,8:00p,Smoothie King Center,2023-10-30,1,43,NOP,GSW,GSW@NOP,https://www.basketball-reference.com/boxscores/202310300NOP.html,https://www.basketball-reference.com/boxscores/pbp/202310300NOP.html
2023,Miami Heat,114.0,Milwaukee Bucks,122.0,17341.0,,8:00p,Fiserv Forum,2023-10-30,1,44,MIL,MIA,MIA@MIL,https://www.basketball-reference.com/boxscores/202310300MIL.html,https://www.basketball-reference.com/boxscores/pbp/202310300MIL.html
2023,Utah Jazz,102.0,Denver Nuggets,110.0,19671.0,,9:00p,Ball Arena,2023-10-30,1,45,DEN,UTA,UTA@DEN,https://www.basketball-reference.com/boxscores/202310300DEN.html,https://www.basketball-reference.com/boxscores/pbp/202310300DEN.html
2023,Minnesota Timberwolves,113.0,Atlanta Hawks,127.0,15504.0,,7:30p,State Farm Arena,2023-10-30,1,46,ATL,MIN,MIN@ATL,https://www.basketball-reference.com/boxscores/202310300ATL.html,https://www.basketball-reference.com/boxscores/pbp/202310300ATL.html
2023,Portland Trail Blazers,99.0,Toronto Raptors,91.0,19266.0,,7:30p,Scotiabank Arena,2023-10-30,1,47,TOR,POR,POR@TOR,https://www.basketball-reference.com/boxscores/202310300TOR.html,https://www.basketball-reference.com/boxscores/pbp/202310300TOR.html
2023,Brooklyn Nets,133.0,Charlotte Hornets,121.0,14491.0,,7:00p,Spectrum Center,2023-10-30,1,48,CHA,BRK,BRK@CHA,https://www.basketball-reference.com/boxscores/202310300CHA.html,https://www.basketball-reference.com/boxscores/pbp/202310300CHA.html
2023,Boston Celtics,126.0,Washington Wizards,107.0,17898.0,,7:00p,Capital One Arena,2023-10-30,1,49,WAS,BOS,BOS@WAS,https://www.basketball-reference.com/boxscores/202310300WAS.html,https://www.basketball-reference.com/boxscores/pbp/202310300WAS.html
2023,Chicago Bulls,112.0,Indiana Pacers,105.0,15021.0,,7:00p,Gainbridge Fieldhouse,2023-10-30,1,50,IND,CHI,CHI@IND,https://www.basketball-reference.com/boxscores/202310300IND.html,https://www.basketball-reference.com/boxscores/pbp/202310300IND.html
2023,Dallas Mavericks,125.0,Memphis Grizzlies,110.0,15031.0,,8:00p,FedEx Forum,2023-10-30,1,51,MEM,DAL,DAL@MEM,https://www.basketball-reference.com/boxscores/202310300MEM.html,https://www.basketball-reference.com/boxscores/pbp/202310300MEM.html
2023,New York Knicks,109.0,Cleveland Cavaliers,91.0,19432.0,,7:30p,Rocket Mortgage Fieldhouse,2023-10-31,1,52,CLE,NYK,NYK@CLE,https://www.basketball-reference.com/boxscores/202310310CLE.html,https://www.basketball-reference.com/boxscores/pbp/202310310CLE.html
2023,San Antonio Spurs,115.0,Phoenix Suns,114.0,17071.0,,10:00p,Footprint Center,2023-10-31,1,53,PHO,SAS,SAS@PHO,https://www.basketball-reference.com/boxscores/202310310PHO.html,https://www.basketball-reference.com/boxscores/pbp/202310310PHO.html
2023,Orlando Magic,102.0,Los Angeles Clippers,118.0,14014.0,,10:30p,Crypto.com Arena,2023-10-31,1,54,LAC,ORL,ORL@LAC,https://www.basketball-reference.com/boxscores/202310310LAC.html,https://www.basketball-reference.com/boxscores/pbp/202310310LAC.html
2023,Denver Nuggets,89.0,Minnesota Timberwolves,110.0,18024.0,,8:00p,Target Center,2023-11-01,1,55,MIN,DEN,DEN@MIN,https://www.basketball-reference.com/boxscores/202311010MIN.html,https://www.basketball-reference.com/boxscores/pbp/202311010MIN.html
2023,Sacramento Kings,101.0,Golden State Warriors,102.0,18064.0,,10:00p,Chase Center,2023-11-01,1,56,GSW,SAC,SAC@GSW,https://www.basketball-reference.com/boxscores/202311010GSW.html,https://www.basketball-reference.com/boxscores/pbp/202311010GSW.html
2023,Memphis Grizzlies,109.0,Utah Jazz,133.0,18206.0,,9:00p,Delta Center,2023-11-01,1,57,UTA,MEM,MEM@UTA,https://www.basketball-reference.com/boxscores/202311010UTA.html,https://www.basketball-reference.com/boxscores/pbp/202311010UTA.html
2023,Chicago Bulls,105.0,Dallas Mavericks,114.0,20103.0,,8:30p,American Airlines Center,2023-11-01,1,58,DAL,CHI,CHI@DAL,https://www.basketball-reference.com/boxscores/202311010DAL.html,https://www.basketball-reference.com/boxscores/pbp/202311010DAL.html
2023,Charlotte Hornets,119.0,Houston Rockets,128.0,16263.0,,8:00p,Toyota Center,2023-11-01,1,59,HOU,CHA,CHA@HOU,https://www.basketball-reference.com/boxscores/202311010HOU.html,https://www.basketball-reference.com/boxscores/pbp/202311010HOU.html
2023,Los Angeles Clippers,125.0,Los Angeles Lakers,130.0,18997.0,,10:00p,Crypto.com Arena,2023-11-01,1,60,LAL,LAC,LAC@LAL,https://www.basketball-reference.com/boxscores/202311010LAL.html,https://www.basketball-reference.com/boxscores/pbp/202311010LAL.html
2023,Cleveland Cavaliers,95.0,New York Knicks,89.0,19812.0,,7:30p,Madison Square Garden (IV),2023-11-01,1,61,NYK,CLE,CLE@NYK,https://www.basketball-reference.com/boxscores/202311010NYK.html,https://www.basketball-reference.com/boxscores/pbp/202311010NYK.html
2023,Brooklyn Nets,109.0,Miami Heat,105.0,19600.0,,7:30p,Kaseya Center,2023-11-01,1,62,MIA,BRK,BRK@MIA,https://www.basketball-reference.com/boxscores/202311010MIA.html,https://www.basketball-reference.com/boxscores/pbp/202311010MIA.html
2023,Indiana Pacers,104.0,Boston Celtics,155.0,19156.0,,7:30p,TD Garden,2023-11-01,1,63,BOS,IND,IND@BOS,https://www.basketball-reference.com/boxscores/202311010BOS.html,https://www.basketball-reference.com/boxscores/pbp/202311010BOS.html
2023,Washington Wizards,121.0,Atlanta Hawks,130.0,15925.0,,7:30p,State Farm Arena,2023-11-01,1,64,ATL,WAS,WAS@ATL,https://www.basketball-reference.com/boxscores/202311010ATL.html,https://www.basketball-reference.com/boxscores/pbp/202311010ATL.html
2023,Milwaukee Bucks,111.0,Toronto Raptors,130.0,19800.0,,7:00p,Scotiabank Arena,2023-11-01,1,65,TOR,MIL,MIL@TOR,https://www.basketball-reference.com/boxscores/202311010TOR.html,https://www.basketball-reference.com/boxscores/pbp/202311010TOR.html
2023,Portland Trail Blazers,110.0,Detroit Pistons,101.0,16912.0,,7:00p,Little Caesars Arena,2023-11-01,1,66,DET,POR,POR@DET,https://www.basketball-reference.com/boxscores/202311010DET.html,https://www.basketball-reference.com/boxscores/pbp/202311010DET.html
2023,New Orleans Pelicans,110.0,Oklahoma City Thunder,106.0,15764.0,,7:30p,Paycom Center,2023-11-01,1,67,OKC,NOP,NOP@OKC,https://www.basketball-reference.com/boxscores/202311010OKC.html,https://www.basketball-reference.com/boxscores/pbp/202311010OKC.html
2023,Toronto Raptors,99.0,Philadelphia 76ers,114.0,19773.0,,7:00p,Wells Fargo Center,2023-11-02,1,68,PHI,TOR,TOR@PHI,https://www.basketball-reference.com/boxscores/202311020PHI.html,https://www.basketball-reference.com/boxscores/pbp/202311020PHI.html
2023,Detroit Pistons,116.0,New Orleans Pelicans,125.0,15884.0,,8:00p,Smoothie King Center,2023-11-02,1,69,NOP,DET,DET@NOP,https://www.basketball-reference.com/boxscores/202311020NOP.html,https://www.basketball-reference.com/boxscores/pbp/202311020NOP.html
2023,Orlando Magic,115.0,Utah Jazz,113.0,18206.0,,9:00p,Delta Center,2023-11-02,1,70,UTA,ORL,ORL@UTA,https://www.basketball-reference.com/boxscores/202311020UTA.html,https://www.basketball-reference.com/boxscores/pbp/202311020UTA.html
2023,San Antonio Spurs,132.0,Phoenix Suns,121.0,17071.0,,10:00p,Footprint Center,2023-11-02,1,71,PHO,SAS,SAS@PHO,https://www.basketball-reference.com/boxscores/202311020PHO.html,https://www.basketball-reference.com/boxscores/pbp/202311020PHO.html
2023,Memphis Grizzlies,113.0,Portland Trail Blazers,115.0,18592.0,In-Season Tournament,10:00p,Moda Center,2023-11-03,1,72,POR,MEM,MEM@POR,https://www.basketball-reference.com/boxscores/202311030POR.html,https://www.basketball-reference.com/boxscores/pbp/202311030POR.html
2023,Dallas Mavericks,114.0,Denver Nuggets,125.0,19729.0,In-Season Tournament,10:00p,Ball Arena,2023-11-03,1,73,DEN,DAL,DAL@DEN,https://www.basketball-reference.com/boxscores/202311030DEN.html,https://www.basketball-reference.com/boxscores/pbp/202311030DEN.html
2023,New York Knicks,105.0,Milwaukee Bucks,110.0,17717.0,In-Season Tournament,7:30p,Fiserv Forum,2023-11-03,1,74,MIL,NYK,NYK@MIL,https://www.basketball-reference.com/boxscores/202311030MIL.html,https://www.basketball-reference.com/boxscores/pbp/202311030MIL.html
2023,Washington Wizards,114.0,Miami Heat,121.0,19660.0,In-Season Tournament,8:00p,Kaseya Center,2023-11-03,1,75,MIA,WAS,WAS@MIA,https://www.basketball-reference.com/boxscores/202311030MIA.html,https://www.basketball-reference.com/boxscores/pbp/202311030MIA.html
2023,Brooklyn Nets,109.0,Chicago Bulls,107.0,20645.0,In-Season Tournament,8:00p,United Center,2023-11-03,1,76,CHI,BRK,BRK@CHI,https://www.basketball-reference.com/boxscores/202311030CHI.html,https://www.basketball-reference.com/boxscores/pbp/202311030CHI.html
2023,Cleveland Cavaliers,116.0,Indiana Pacers,121.0,16744.0,In-Season Tournament,7:00p,Gainbridge Fieldhouse,2023-11-03,1,77,IND,CLE,CLE@IND,https://www.basketball-reference.com/boxscores/202311030IND.html,https://www.basketball-reference.com/boxscores/pbp/202311030IND.html
2023,Golden State Warriors,141.0,Oklahoma City Thunder,139.0,16827.0,In-Season Tournament,8:00p,Paycom Center,2023-11-03,1,78,OKC,GSW,GSW@OKC,https://www.basketball-reference.com/boxscores/202311030OKC.html,https://www.basketball-reference.com/boxscores/pbp/202311030OKC.html
2023,Utah Jazz,95.0,Minnesota Timberwolves,123.0,18024.0,,8:00p,Target Center,2023-11-04,1,79,MIN,UTA,UTA@MIN,https://www.basketball-reference.com/boxscores/202311040MIN.html,https://www.basketball-reference.com/boxscores/pbp/202311040MIN.html
2023,Chicago Bulls,101.0,Denver Nuggets,123.0,19610.0,,9:00p,Ball Arena,2023-11-04,1,80,DEN,CHI,CHI@DEN,https://www.basketball-reference.com/boxscores/202311040DEN.html,https://www.basketball-reference.com/boxscores/pbp/202311040DEN.html
2023,Sacramento Kings,89.0,Houston Rockets,107.0,18055.0,,8:00p,Toyota Center,2023-11-04,1,81,HOU,SAC,SAC@HOU,https://www.basketball-reference.com/boxscores/202311040HOU.html,https://www.basketball-reference.com/boxscores/pbp/202311040HOU.html
2023,Charlotte Hornets,125.0,Indiana Pacers,124.0,15945.0,,7:00p,Gainbridge Fieldhouse,2023-11-04,1,82,IND,CHA,CHA@IND,https://www.basketball-reference.com/boxscores/202311040IND.html,https://www.basketball-reference.com/boxscores/pbp/202311040IND.html
2023,Los Angeles Lakers,101.0,Orlando Magic,120.0,18846.0,,7:00p,Amway Center,2023-11-04,1,83,ORL,LAL,LAL@ORL,https://www.basketball-reference.com/boxscores/202311040ORL.html,https://www.basketball-reference.com/boxscores/pbp/202311040ORL.html
2023,Atlanta Hawks,123.0,New Orleans Pelicans,105.0,17237.0,,7:00p,Smoothie King Center,2023-11-04,1,84,NOP,ATL,ATL@NOP,https://www.basketball-reference.com/boxscores/202311040NOP.html,https://www.basketball-reference.com/boxscores/pbp/202311040NOP.html
2023,Phoenix Suns,100.0,Philadelphia 76ers,112.0,19796.0,,1:00p,Wells Fargo Center,2023-11-04,1,85,PHI,PHO,PHO@PHI,https://www.basketball-reference.com/boxscores/202311040PHI.html,https://www.basketball-reference.com/boxscores/pbp/202311040PHI.html
2023,Boston Celtics,124.0,Brooklyn Nets,114.0,17983.0,,8:00p,Barclays Center,2023-11-04,1,86,BRK,BOS,BOS@BRK,https://www.basketball-reference.com/boxscores/202311040BRK.html,https://www.basketball-reference.com/boxscores/pbp/202311040BRK.html
2023,Phoenix Suns,120.0,Detroit Pistons,106.0,20062.0,,3:00p,Little Caesars Arena,2023-11-05,1,87,DET,PHO,PHO@DET,https://www.basketball-reference.com/boxscores/202311050DET.html,https://www.basketball-reference.com/boxscores/pbp/202311050DET.html
2023,Toronto Raptors,123.0,San Antonio Spurs,116.0,18354.0,,3:30p,Frost Bank Center,2023-11-05,1,88,SAS,TOR,TOR@SAS,https://www.basketball-reference.com/boxscores/202311050SAS.html,https://www.basketball-reference.com/boxscores/pbp/202311050SAS.html
2023,Golden State Warriors,104.0,Cleveland Cavaliers,115.0,19432.0,,6:00p,Rocket Mortgage Fieldhouse,2023-11-05,1,89,CLE,GSW,GSW@CLE,https://www.basketball-reference.com/boxscores/202311050CLE.html,https://www.basketball-reference.com/boxscores/pbp/202311050CLE.html
2023,Charlotte Hornets,118.0,Dallas Mavericks,124.0,20052.0,,7:30p,American Airlines Center,2023-11-05,1,90,DAL,CHA,CHA@DAL,https://www.basketball-reference.com/boxscores/202311050DAL.html,https://www.basketball-reference.com/boxscores/pbp/202311050DAL.html
2023,Memphis Grizzlies,112.0,Portland Trail Blazers,100.0,18187.0,,9:00p,Moda Center,2023-11-05,1,91,POR,MEM,MEM@POR,https://www.basketball-reference.com/boxscores/202311050POR.html,https://www.basketball-reference.com/boxscores/pbp/202311050POR.html
2023,Sacramento Kings,97.0,Houston Rockets,122.0,15130.0,,8:00p,Toyota Center,2023-11-06,1,92,HOU,SAC,SAC@HOU,https://www.basketball-reference.com/boxscores/202311060HOU.html,https://www.basketball-reference.com/boxscores/pbp/202311060HOU.html
2023,New Orleans Pelicans,116.0,Denver Nuggets,134.0,19544.0,,9:00p,Ball Arena,2023-11-06,1,93,DEN,NOP,NOP@DEN,https://www.basketball-reference.com/boxscores/202311060DEN.html,https://www.basketball-reference.com/boxscores/pbp/202311060DEN.html
2023,Atlanta Hawks,117.0,Oklahoma City Thunder,126.0,16486.0,,8:00p,Paycom Center,2023-11-06,1,94,OKC,ATL,ATL@OKC,https://www.basketball-reference.com/boxscores/202311060OKC.html,https://www.basketball-reference.com/boxscores/pbp/202311060OKC.html
2023,Boston Celtics,109.0,Minnesota Timberwolves,114.0,18024.0,,8:00p,Target Center,2023-11-06,1,95,MIN,BOS,BOS@MIN,https://www.basketball-reference.com/boxscores/202311060MIN.html,https://www.basketball-reference.com/boxscores/pbp/202311060MIN.html
2023,Utah Jazz,113.0,Chicago Bulls,130.0,18031.0,,8:00p,United Center,2023-11-06,1,96,CHI,UTA,UTA@CHI,https://www.basketball-reference.com/boxscores/202311060CHI.html,https://www.basketball-reference.com/boxscores/pbp/202311060CHI.html
2023,San Antonio Spurs,111.0,Indiana Pacers,152.0,15129.0,,7:00p,Gainbridge Fieldhouse,2023-11-06,1,97,IND,SAS,SAS@IND,https://www.basketball-reference.com/boxscores/202311060IND.html,https://www.basketball-reference.com/boxscores/pbp/202311060IND.html
2023,Los Angeles Lakers,107.0,Miami Heat,108.0,19725.0,,7:30p,Kaseya Center,2023-11-06,1,98,MIA,LAL,LAL@MIA,https://www.basketball-reference.com/boxscores/202311060MIA.html,https://www.basketball-reference.com/boxscores/pbp/202311060MIA.html
2023,Milwaukee Bucks,129.0,Brooklyn Nets,125.0,17935.0,,7:30p,Barclays Center,2023-11-06,1,99,BRK,MIL,MIL@BRK,https://www.basketball-reference.com/boxscores/202311060BRK.html,https://www.basketball-reference.com/boxscores/pbp/202311060BRK.html
2023,Washington Wizards,128.0,Philadelphia 76ers,146.0,19765.0,,7:00p,Wells Fargo Center,2023-11-06,1,100,PHI,WAS,WAS@PHI,https://www.basketball-reference.com/boxscores/202311060PHI.html,https://www.basketball-reference.com/boxscores/pbp/202311060PHI.html
2023,Dallas Mavericks,117.0,Orlando Magic,102.0,19409.0,,7:00p,Amway Center,2023-11-06,1,101,ORL,DAL,DAL@ORL,https://www.basketball-reference.com/boxscores/202311060ORL.html,https://www.basketball-reference.com/boxscores/pbp/202311060ORL.html
2023,Golden State Warriors,120.0,Detroit Pistons,109.0,20062.0,,7:00p,Little Caesars Arena,2023-11-06,1,102,DET,GSW,GSW@DET,https://www.basketball-reference.com/boxscores/202311060DET.html,https://www.basketball-reference.com/boxscores/pbp/202311060DET.html
2023,Los Angeles Clippers,97.0,New York Knicks,111.0,19812.0,,7:30p,Madison Square Garden (IV),2023-11-06,1,103,NYK,LAC,LAC@NYK,https://www.basketball-reference.com/boxscores/202311060NYK.html,https://www.basketball-reference.com/boxscores/pbp/202311060NYK.html
